router,granularity,model,horizon_hours,training_time_sec,MAE,RMSE,sMAPE,R2,MSLE,P99_abs_error
atlanta,15min,lstm_only,6,14.348032236099243,44632012.984126985,62004277.12077716,90.82128570355174,-0.1306294018805636,2.658678230735049,160847376.04000023
atlanta,15min,lstm_only,12,14.348032236099243,45770186.86190476,64674604.27368496,94.08271194928169,-0.20357677536584062,3.2307461046144033,176547161.68
atlanta,15min,lstm_only,24,14.348032236099243,56448979.950793654,74513520.543782,105.382266778471,-0.5587895828564053,5.4659596452729025,170292292.24000004
atlanta,15min,nhits,1,0.7779173851013184,34333831.47619048,57109057.58508722,75.33763514349154,0.029063476575396985,4.373336521798615,172579215.92000017
atlanta,15min,nhits,6,0.7779173851013184,44585019.63333333,66323861.6290571,85.02174940865403,-0.2936493866122032,2.6200252439910185,166714217.41
atlanta,15min,nhits,12,0.7779173851013184,42235465.28731399,66380593.596071236,87.57031862755909,-0.26791021884202415,8.65433460742828,170683181.44000003
atlanta,15min,nhits,24,0.7779173851013184,60160868.157142855,75316499.33853664,108.44924574616898,-0.592566518191789,5.862222250476425,178313917.04000002
atlanta,30min,hybrid_gru_lstm,1,1.7838613986968994,77956301.7721519,97120225.58522554,81.01095953012282,-0.015374542882092834,1.6474127263214033,237333138.40000004
atlanta,30min,hybrid_gru_lstm,6,1.7838613986968994,113391329.18987341,135451636.78410733,92.12466745206238,-0.9383933171464369,3.4711422869547373,268911084.4000001
atlanta,30min,hybrid_gru_lstm,12,1.7838613986968994,86939931.64556962,108978672.72054698,91.15996360715938,-0.21530688290091038,3.1727553677196565,287596177.20000005
atlanta,30min,hybrid_gru_lstm,24,1.7838613986968994,104559556.93670887,122821756.2379914,102.99361559191279,-0.48316687012364734,5.425817935384246,274339712.0000002
atlanta,30min,gru_only,1,1.718545913696289,76042085.2278481,96775839.3191177,77.07874992695824,-0.008186316853562081,1.4898260279132793,244147828.00000095
atlanta,30min,gru_only,6,1.718545913696289,109886025.35443038,129550469.40897381,92.67877474334328,-0.7731740667273008,3.388177700707172,268333890.00000072
atlanta,30min,gru_only,12,1.718545913696289,96050167.89873418,114722785.6647421,93.67010505382332,-0.34679748535735366,3.572881859970473,257284870.80000004
atlanta,30min,gru_only,24,1.718545913696289,117732194.65822785,140702871.74568415,106.2664891815803,-0.9464593248993327,5.575087842460916,349297941.6000001
atlanta,30min,lstm_only,1,1.7594695091247559,83357683.44303797,100298056.77583155,82.43103471797741,-0.082908951018281,1.9314920123880441,219846239.60000035
atlanta,30min,lstm_only,6,1.7594695091247559,118549461.94936709,140983186.08863,93.2487791793125,-1.0999455361578514,3.6146711496269095,310391351.20000005
atlanta,30min,lstm_only,12,1.7594695091247559,96160263.97468354,120057188.55323347,93.6722489680841,-0.4749566869019446,3.3000210322514665,311122822.80000025
atlanta,30min,lstm_only,24,1.7594695091247559,100999378.65822785,123679044.26076461,101.74710919032538,-0.5039439495470119,5.106418305899751,305960915.20000005
atlanta,30min,nhits,1,0.25389528274536133,77851095.44936709,96363741.12068258,78.85552172910963,0.00038167224646368236,1.9765892436835515,244956416.4000007
atlanta,30min,nhits,6,0.25389528274536133,92107690.30379747,113564565.1609093,85.67371217708342,-0.36257078751690597,3.0528389619598726,252448712.0
atlanta,30min,nhits,12,0.25389528274536133,87959623.39240506,108170367.80972344,89.99104872569823,-0.19734565343706478,3.3789194285100326,250788799.2000001
atlanta,30min,nhits,24,0.25389528274536133,129088312.12658228,147260567.84582156,108.74831335748074,-1.132123472758336,6.171600899669874,282185879.2000001
atlanta,45min,hybrid_gru_lstm,1,1.072204828262329,111148082.61611374,133397735.25415985,76.16779383418981,0.00939351332500682,1.3324025360463247,350071704.8
atlanta,45min,hybrid_gru_lstm,6,1.072204828262329,139409965.53554502,162704031.88454878,85.3078673223372,-0.4369869898640857,2.8651153065354023,366888840.0000003
atlanta,45min,hybrid_gru_lstm,12,1.072204828262329,158201126.5592417,184389810.4351148,94.1315242243136,-0.7810360230346878,3.6612008074906406,406476268.8000001
atlanta,45min,hybrid_gru_lstm,24,1.072204828262329,202721505.4028436,233680982.84811217,109.3117130826602,-1.7212714285109842,5.899529542448586,522812820.0
atlanta,45min,gru_only,1,0.7885923385620117,95453729.13744076,120419145.20858806,70.11386772665882,0.19277364122458396,1.227609182972935,372725612.80000025
atlanta,45min,gru_only,6,0.7885923385620117,157664982.78672987,182802117.6221874,88.7500578835139,-0.8139221779721624,3.130229136492035,405248563.20000005
atlanta,45min,gru_only,12,0.7885923385620117,130568119.09952606,177990879.64833328,89.77412860938571,-0.6595653806358701,2.5094536230049496,492262907.2000001
atlanta,45min,gru_only,24,0.7885923385620117,156773807.81042653,187178376.68889248,101.23836352587014,-0.745968780114241,5.065170465745976,435344048.8000001
atlanta,45min,lstm_only,1,1.5720462799072266,111928804.17061612,146573225.3299023,91.9644438109033,-0.19595143352965905,37.63321121351171,444819441.8000003
atlanta,45min,lstm_only,6,1.5720462799072266,127446140.96682465,150321110.3047896,84.17513391715619,-0.2265807815879055,2.3867665393603077,387075041.6000004
atlanta,45min,lstm_only,12,1.5720462799072266,148795141.5734597,188001261.12730137,91.26541432461103,-0.8514858316129719,3.2693362538177677,569188304.0000002
atlanta,45min,lstm_only,24,1.5720462799072266,170307176.0,202698752.98600593,103.78108334913985,-1.047515860175372,5.308663602283781,497264562.40000004
atlanta,45min,nhits,1,0.17369580268859863,97831668.53950681,141610897.71074212,84.99304191928442,-0.11634287895654905,9.197365638845964,450654251.4000002
atlanta,45min,nhits,6,0.17369580268859863,126702065.47867298,153149440.5701542,81.96716854488362,-0.2731718725460195,2.6430465046364646,329971662.40000004
atlanta,45min,nhits,12,0.17369580268859863,132583456.4549763,160349732.27226523,87.96077439847582,-0.346899979065727,3.314180149618622,372251008.8
atlanta,45min,nhits,24,0.17369580268859863,177836468.09478673,201305097.03534427,105.1163279196795,-1.019457247243054,5.725735646741727,403377070.40000004
atlanta,1H,hybrid_gru_lstm,1,0.9586203098297119,132061539.23349057,179531884.85389218,78.25654670260309,-0.06741359363379451,18.359387523996915,515497350.8799981
atlanta,1H,hybrid_gru_lstm,6,0.9586203098297119,175103719.19496855,216512005.3065326,80.79589782512993,-0.5081801153575043,2.557479950601939,573148034.3999995
atlanta,1H,hybrid_gru_lstm,12,0.9586203098297119,184210916.3773585,237461913.35845828,86.88696450996524,-0.7497062155901288,3.1008331700876544,683798684.4799999
atlanta,1H,hybrid_gru_lstm,24,0.9586203098297119,252017905.9119497,287689592.43076396,106.22067988919667,-1.4364368541212822,5.651205078016726,667149749.4399997
atlanta,1H,gru_only,1,0.6399462223052979,143783232.7044025,169329952.3537041,73.97814189145483,0.05045156844353116,1.5308121796969685,405858851.03999877
atlanta,1H,gru_only,6,0.6399462223052979,186182493.33333334,216239908.3822965,84.0910672334535,-0.5043917498364432,2.7755527764547687,405491105.7599998
atlanta,1H,gru_only,12,0.6399462223052979,159699305.7861635,210694765.67075312,82.43233026868238,-0.3774780968781888,2.058417776328491,546075831.04
atlanta,1H,gru_only,24,0.6399462223052979,218996289.3081761,255003891.63146695,101.91280554951096,-0.9142580175637665,5.204618265561274,574916009.7599999
atlanta,1H,lstm_only,1,0.7883744239807129,148983898.56603774,174498143.330325,75.90662826792813,-0.008396127517277474,1.5073596730114476,423521862.8799989
atlanta,1H,lstm_only,6,0.7883744239807129,199762972.5283019,241340803.95716625,84.82488511117762,-0.8739187468433063,3.001745428202052,604726541.9199998
atlanta,1H,lstm_only,12,0.7883744239807129,192957081.6100629,240493529.0316496,88.68813100833434,-0.7946675056499175,3.3243673967790843,634725818.8799999
atlanta,1H,lstm_only,24,0.7883744239807129,263978755.3207547,298107285.28125465,107.34219552924529,-1.616086125252541,5.900051923240642,630221576.4799999
atlanta,1H,nhits,1,0.13697600364685059,138372726.2389937,165878214.375424,72.26900965448043,0.08876949143199186,1.58659388988857,421609575.51999956
atlanta,1H,nhits,6,0.13697600364685059,198244407.0943396,232004202.43071654,85.44347645313633,-0.7317330634738104,2.9870807703797797,462937235.51999986
atlanta,1H,nhits,12,0.13697600364685059,208657624.9056604,243882338.19063213,91.58377352254567,-0.845601392426895,3.756586273420312,554760341.4399998
atlanta,1H,nhits,24,0.13697600364685059,237374185.05660376,267735631.91976064,103.70208022225276,-1.1101785565326683,5.693476625212313,514054388.63999987
atlanta,2H,hybrid_gru_lstm,1,0.5970041751861572,262240865.5,326583572.7578345,65.97444972504772,-0.13025727281268407,1.5762460939169265,854758564.3999999
atlanta,2H,hybrid_gru_lstm,6,0.5970041751861572,348519862.7,433669302.244653,74.7491239220903,-0.9413616565583647,2.519617608378456,974226414.4799994
atlanta,2H,hybrid_gru_lstm,12,0.5970041751861572,340295209.5,456660843.990919,78.09906621005666,-1.0453915088853933,2.8273745656682427,1307335966.8799992
atlanta,2H,hybrid_gru_lstm,24,0.5970041751861572,465985909.2,533664671.6459071,99.14978632381336,-1.5745628072776308,5.288459837919608,1159353364.2399995
atlanta,2H,gru_only,1,0.17463231086730957,298275503.7,348697038.407919,70.85316048982627,-0.28850217564630043,1.7393128634685315,717061205.2799996
atlanta,2H,gru_only,6,0.17463231086730957,317190308.5,372246154.47734493,74.35881739075454,-0.43037372923106143,2.2965051274468378,707506393.759999
atlanta,2H,gru_only,12,0.17463231086730957,431390789.3,486639123.392012,89.20106425665875,-1.3227525259209272,3.5981899126208154,770275900.9599999
atlanta,2H,gru_only,24,0.17463231086730957,468800609.6,525518941.2393592,99.33729909064633,-1.4965676085171693,5.418540602476495,820639191.84
atlanta,2H,lstm_only,1,0.5783061981201172,270071092.7,330717558.4028203,67.66601785120633,-0.15905259767516822,1.5194358015766714,765852295.5999992
atlanta,2H,lstm_only,6,0.5783061981201172,357152654.9,440058216.78728086,76.05703652207923,-0.9989841674773869,2.5349850647095784,1040705101.3599993
atlanta,2H,lstm_only,12,0.5783061981201172,392828497.9,524388053.5280579,80.98185786718362,-1.697084027274034,3.2910130995915075,1432419502.7999985
atlanta,2H,lstm_only,24,0.5783061981201172,493854119.0,562659264.5767245,101.61076352223712,-1.8619202802521522,5.33820297664909,1213141258.48
atlanta,2H,nhits,1,0.08257770538330078,251164411.75,339309307.2993148,84.50916256431917,-0.2200571762220307,12.386460867256993,1009922810.3999985
atlanta,2H,nhits,6,0.08257770538330078,258473524.7,342728891.33447546,69.99551068448086,-0.21252448556178982,1.7646019369546777,945180418.1599982
atlanta,2H,nhits,12,0.08257770538330078,265852537.8,354664045.37338537,72.93800720595031,-0.2337388069782258,2.3048969946643596,934048927.5999981
atlanta,2H,nhits,24,0.08257770538330078,430965662.4,495931582.3289562,96.40768416183538,-1.223361680095291,5.0753916479676136,1084982634.9599998
atlanta,4H,hybrid_gru_lstm,1,0.14457130432128906,705478604.4878049,782438424.2058563,72.50856955640303,-1.3693990982828677,1.9830756964816172,1398166539.2
atlanta,4H,hybrid_gru_lstm,6,0.14457130432128906,705478604.4878049,782438424.2058563,72.50856955640303,-1.3693990982828677,1.9830756964816172,1398166539.2
atlanta,4H,hybrid_gru_lstm,12,0.14457130432128906,734865490.7317073,822534293.2784449,78.16885297427434,-1.3646566440105525,3.0417779665227704,1463271648.0
atlanta,4H,hybrid_gru_lstm,24,0.14457130432128906,873300676.6829268,968310609.057532,92.44031734807466,-1.8876195118135457,4.971396952527408,1562410408.0
atlanta,4H,gru_only,1,0.15597295761108398,464169003.70731705,567321903.5229797,57.19709200502132,-0.2456527241745876,1.5315038190348953,1179892054.4000003
atlanta,4H,gru_only,6,0.15597295761108398,464169003.70731705,567321903.5229797,57.19709200502132,-0.2456527241745876,1.5315038190348953,1179892054.4000003
atlanta,4H,gru_only,12,0.15597295761108398,515709355.31707317,634042099.628399,65.23769683580228,-0.4050644710194886,2.5512157751226043,1296464070.4000003
atlanta,4H,gru_only,24,0.15597295761108398,1022647120.3902439,1112655880.031233,98.449060025863,-2.8126972592027344,5.3100816644301645,1717976180.8
atlanta,4H,lstm_only,1,0.18688273429870605,701025281.9512196,782587095.4845133,71.96622463468391,-1.3702996038034017,1.993334254439166,1465921009.6000001
atlanta,4H,lstm_only,6,0.18688273429870605,701025281.9512196,782587095.4845133,71.96622463468391,-1.3702996038034017,1.993334254439166,1465921009.6000001
atlanta,4H,lstm_only,12,0.18688273429870605,815033370.9268292,902317460.8939719,81.97409187782159,-1.8456323170042785,3.2107946249861974,1588770574.4
atlanta,4H,lstm_only,24,0.18688273429870605,1240567357.6585367,1340385120.834289,105.51292397602235,-4.533116111799821,5.7944926552087725,1946632035.2
atlanta,4H,nhits,1,0.058914899826049805,371703602.3414634,513786009.26980615,51.22930717697011,-0.021650677316879197,1.2827942390731748,1484447126.4000008
atlanta,4H,nhits,6,0.058914899826049805,371703602.3414634,513786009.26980615,51.22930717697011,-0.021650677316879197,1.2827942390731748,1484447126.4000008
atlanta,4H,nhits,12,0.058914899826049805,483839523.902439,639284134.5930233,61.813950127593486,-0.4283936610937278,2.3564088246743253,1618300795.2000005
atlanta,4H,nhits,24,0.058914899826049805,715980459.3170732,815827892.929158,86.17294803305755,-1.0497820550331078,4.262852814243828,1924385172.8000007
atlanta,6H,hybrid_gru_lstm,1,0.16492080688476562,903174556.8571428,1033910709.6442711,66.55181964019793,-1.2030692746554617,1.9100398448642684,1920432669.6
atlanta,6H,hybrid_gru_lstm,6,0.16492080688476562,903174556.8571428,1033910709.6442711,66.55181964019793,-1.2030692746554617,1.9100398448642684,1920432669.6
atlanta,6H,hybrid_gru_lstm,12,0.16492080688476562,877369524.2857143,996941044.2161949,69.48641765899588,-0.8622775587119393,2.549465326375526,1871314997.2
atlanta,6H,hybrid_gru_lstm,24,0.16492080688476562,1652991127.7142856,1809291190.2502499,99.2889957892326,-4.279354453018383,5.2597287940241975,2727311432.4
atlanta,6H,gru_only,1,0.16375374794006348,1000085509.4285715,1142142706.5562942,70.09846111449271,-1.688455345275615,2.026927987271779,2016079330.72
atlanta,6H,gru_only,6,0.16375374794006348,1000085509.4285715,1142142706.5562942,70.09846111449271,-1.688455345275615,2.026927987271779,2016079330.72
atlanta,6H,gru_only,12,0.16375374794006348,971240824.8571428,1123929597.5497954,72.56543797807028,-1.366920512038262,2.72580179034249,1992417817.44
atlanta,6H,gru_only,24,0.16375374794006348,1723664014.5714285,1878926919.5969467,100.93180232460838,-4.693556850950227,5.348402157413474,2802217077.2
atlanta,6H,lstm_only,1,0.18345403671264648,938406832.8571428,1077683012.460867,67.7273663937007,-1.39355912599054,1.959079481837931,2025440087.2
atlanta,6H,lstm_only,6,0.18345403671264648,938406832.8571428,1077683012.460867,67.7273663937007,-1.39355912599054,1.959079481837931,2025440087.2
atlanta,6H,lstm_only,12,0.18345403671264648,789928303.7142857,902294250.5285245,66.01685994886444,-0.5254635581707006,2.387382195859992,1788617904.0800002
atlanta,6H,lstm_only,24,0.18345403671264648,1468116558.5714285,1633766783.4019866,94.6480721352166,-3.3047110812662233,5.023347792177079,2558253899.76
atlanta,6H,nhits,1,0.04882097244262695,554352658.5714285,738986837.9539049,49.776667811761946,-0.1254740663528242,1.2364665287687753,1812049242.16
atlanta,6H,nhits,6,0.04882097244262695,554352658.5714285,738986837.9539049,49.776667811761946,-0.1254740663528242,1.2364665287687753,1812049242.16
atlanta,6H,nhits,12,0.04882097244262695,624328387.1428572,863381915.4434249,57.36427417366584,-0.396726433493956,1.8605844747679814,2167394495.92
atlanta,6H,nhits,24,0.04882097244262695,880032458.0,1017270712.6284238,79.52181395655253,-0.66892556273376,3.518931704174964,2238487553.1200004
atlanta,12H,hybrid_gru_lstm,1,0.2273712158203125,1594052382.4,1820852803.6735585,63.33389466101268,-0.9815264232190095,2.1477815502011537,3598634345.7599998
atlanta,12H,hybrid_gru_lstm,6,0.2273712158203125,1594052382.4,1820852803.6735585,63.33389466101268,-0.9815264232190095,2.1477815502011537,3598634345.7599998
atlanta,12H,hybrid_gru_lstm,12,0.2273712158203125,1594052382.4,1820852803.6735585,63.33389466101268,-0.9815264232190095,2.1477815502011537,3598634345.7599998
atlanta,12H,hybrid_gru_lstm,24,0.2273712158203125,3231338962.6666665,3517819797.1533666,95.56991775251521,-5.193459263624311,4.677710766736976,5352400796.96
atlanta,12H,gru_only,1,0.20922446250915527,1438334733.3333333,1649397531.394603,60.20945203511528,-0.62592635249763,2.0107630773190457,3266277819.68
atlanta,12H,gru_only,6,0.20922446250915527,1438334733.3333333,1649397531.394603,60.20945203511528,-0.62592635249763,2.0107630773190457,3266277819.68
atlanta,12H,gru_only,12,0.20922446250915527,1438334733.3333333,1649397531.394603,60.20945203511528,-0.62592635249763,2.0107630773190457,3266277819.68
atlanta,12H,gru_only,24,0.20922446250915527,2568994396.266667,2838618514.4856367,86.915202600643,-3.0327395110022204,4.229633810253763,4694628519.2
atlanta,12H,lstm_only,1,0.29902195930480957,1172506488.0,1421068149.5503244,53.55889072983432,-0.20692421543754502,1.783686583642888,3069255786.72
atlanta,12H,lstm_only,6,0.29902195930480957,1172506488.0,1421068149.5503244,53.55889072983432,-0.20692421543754502,1.783686583642888,3069255786.72
atlanta,12H,lstm_only,12,0.29902195930480957,1172506488.0,1421068149.5503244,53.55889072983432,-0.20692421543754502,1.783686583642888,3069255786.72
atlanta,12H,lstm_only,24,0.29902195930480957,2978467625.0666666,3255190895.434897,92.51900513455791,-4.303212534089524,4.495820851450087,5163393027.36
atlanta,12H,nhits,1,0.03646492958068848,1608888128.5333333,1963157455.89917,61.7890758978902,-1.3033527682977515,2.184414773945941,4461005883.679999
atlanta,12H,nhits,6,0.03646492958068848,1608888128.5333333,1963157455.89917,61.7890758978902,-1.3033527682977515,2.184414773945941,4461005883.679999
atlanta,12H,nhits,12,0.03646492958068848,1608888128.5333333,1963157455.89917,61.7890758978902,-1.3033527682977515,2.184414773945941,4461005883.679999
atlanta,12H,nhits,24,0.03646492958068848,1353472575.4666667,1763015315.7384214,66.05854167351575,-0.5556012320091508,2.6038987913342697,4462017448.319999
atlanta,1D,hybrid_gru_lstm,1,0.2823319435119629,4905215513.0,5440731752.561545,82.79648053398232,-3.828217123799405,3.57591716010088,8515353669.04
atlanta,1D,hybrid_gru_lstm,6,0.2823319435119629,4905215513.0,5440731752.561545,82.79648053398232,-3.828217123799405,3.57591716010088,8515353669.04
atlanta,1D,hybrid_gru_lstm,12,0.2823319435119629,4905215513.0,5440731752.561545,82.79648053398232,-3.828217123799405,3.57591716010088,8515353669.04
atlanta,1D,hybrid_gru_lstm,24,0.2823319435119629,4905215513.0,5440731752.561545,82.79648053398232,-3.828217123799405,3.57591716010088,8515353669.04
atlanta,1D,gru_only,1,0.2344813346862793,5555037593.0,6064217052.156032,87.43584938680993,-4.998209609097933,3.7993738589845063,9545570649.52
atlanta,1D,gru_only,6,0.2344813346862793,5555037593.0,6064217052.156032,87.43584938680993,-4.998209609097933,3.7993738589845063,9545570649.52
atlanta,1D,gru_only,12,0.2344813346862793,5555037593.0,6064217052.156032,87.43584938680993,-4.998209609097933,3.7993738589845063,9545570649.52
atlanta,1D,gru_only,24,0.2344813346862793,5555037593.0,6064217052.156032,87.43584938680993,-4.998209609097933,3.7993738589845063,9545570649.52
atlanta,1D,lstm_only,1,0.03991556167602539,7828276505.0,8210288080.069914,101.92282977267438,-9.994841048992342,4.403776144660165,11984216655.279999
atlanta,1D,lstm_only,6,0.03991556167602539,7828276505.0,8210288080.069914,101.92282977267438,-9.994841048992342,4.403776144660165,11984216655.279999
atlanta,1D,lstm_only,12,0.03991556167602539,7828276505.0,8210288080.069914,101.92282977267438,-9.994841048992342,4.403776144660165,11984216655.279999
atlanta,1D,lstm_only,24,0.03991556167602539,7828276505.0,8210288080.069914,101.92282977267438,-9.994841048992342,4.403776144660165,11984216655.279999
atlanta,1D,nhits,1,0.02473306655883789,3320855971.0,3708709355.8301535,70.29615034207129,-1.2434570696839082,2.8791823380017116,6213020445.2
atlanta,1D,nhits,6,0.02473306655883789,3320855971.0,3708709355.8301535,70.29615034207129,-1.2434570696839082,2.8791823380017116,6213020445.2
atlanta,1D,nhits,12,0.02473306655883789,3320855971.0,3708709355.8301535,70.29615034207129,-1.2434570696839082,2.8791823380017116,6213020445.2
atlanta,1D,nhits,24,0.02473306655883789,3320855971.0,3708709355.8301535,70.29615034207129,-1.2434570696839082,2.8791823380017116,6213020445.2
elpaso,5min,hybrid_gru_lstm,1,54.64875793457031,7494254.125984252,8625505.600163808,80.77263890484329,-0.10309943502892427,2.9276575529812408,19089955.400000002
elpaso,5min,hybrid_gru_lstm,6,54.64875793457031,7734054.755380577,9004325.973124458,83.24742588984965,-0.174656182547128,3.7286099292611268,19867453.280000005
elpaso,5min,hybrid_gru_lstm,12,54.64875793457031,9432659.656692913,10935088.07713185,93.87641891418413,-0.7179206678322132,4.722808416665087,20414913.120000005
elpaso,5min,hybrid_gru_lstm,24,54.64875793457031,9305828.540682415,10842646.469899168,99.92208772344941,-0.6564738127920258,6.177536516062231,25375697.520000003
elpaso,5min,gru_only,1,35.46897840499878,6673853.804199475,7842350.973736036,77.64777779745502,0.0881191644060545,2.711345370635246,20408035.160000008
elpaso,5min,gru_only,6,35.46897840499878,7827645.201049869,9102333.365617126,83.19270691389067,-0.20036638620016833,3.7870295287619475,19149593.44
elpaso,5min,gru_only,12,35.46897840499878,8316598.049868766,9505576.357835637,90.74292438355873,-0.2981218004628665,4.469719544035507,18363246.12
elpaso,5min,gru_only,24,35.46897840499878,8248746.906036746,9534367.994581785,96.78524067344489,-0.28084860536623446,5.991908889192125,17953539.440000005
elpaso,5min,lstm_only,1,61.99256753921509,6535903.736089239,7858349.467294307,78.93753446256643,0.0843948729766375,2.407868725294621,22102653.200000003
elpaso,5min,lstm_only,6,61.99256753921509,9304993.376902888,10951247.920067739,86.34585959092765,-0.7375430467418436,4.323471461739103,17295769.44
elpaso,5min,lstm_only,12,61.99256753921509,7755907.433595801,8933103.428395845,92.46745037143465,-0.14647148747907646,3.940475164399818,21262714.000000004
elpaso,5min,lstm_only,24,61.99256753921509,6614560.999475066,8376067.361846331,93.48568291504597,0.011459875179320123,4.674635919890619,23654726.640000004
elpaso,5min,nhits,1,1.7526936531066895,8231883.783989501,9549170.748565815,85.0079538433879,-0.3520005156696502,2.934026139617234,20668236.720000006
elpaso,5min,nhits,6,1.7526936531066895,7854841.680839895,9323035.123040127,84.7568189393001,-0.25928198886743425,3.6342739679742415,22244875.520000003
elpaso,5min,nhits,12,1.7526936531066895,8053724.295144357,9498657.98302954,89.66559581652461,-0.29623288293227423,4.25523410955289,22592912.0
elpaso,5min,nhits,24,1.7526936531066895,7392529.261070784,8903038.690622415,95.80982478681473,-0.116838819075894,7.12070021846943,20786759.440000005
elpaso,15min,hybrid_gru_lstm,1,5.020323991775513,17844834.2327044,20491377.24028306,69.89097711216192,0.06619399817177452,1.9410390533086144,47425949.89999998
elpaso,15min,hybrid_gru_lstm,6,5.020323991775513,20276363.0,23330578.641165286,73.53205199117944,-0.15803700493448192,3.0313026880961407,40878317.8
elpaso,15min,hybrid_gru_lstm,12,5.020323991775513,22912343.37735849,26324234.764203947,81.73249644282217,-0.43370986088961727,3.9413347300837214,44582315.8
elpaso,15min,hybrid_gru_lstm,24,5.020323991775513,22405099.333333332,25740422.742741905,89.38933787018726,-0.2910858327929,5.26930431074204,47729686.399999976
elpaso,15min,gru_only,1,4.8735339641571045,16724252.102201259,19947887.821317486,68.46511966181139,0.11507146742666463,1.5398051475630676,46289429.39999998
elpaso,15min,gru_only,6,4.8735339641571045,21131321.698113207,24460305.246550977,74.51678686889511,-0.2729025655237092,3.1218264138211587,46508632.6
elpaso,15min,gru_only,12,4.8735339641571045,21717652.981132075,24524661.58099503,82.09609567739497,-0.2443879820729602,3.607904237848027,47669117.19999998
elpaso,15min,gru_only,24,4.8735339641571045,22720550.58490566,26491687.21708339,89.0398995914602,-0.3675493353116177,5.370116102172321,51394770.59999998
elpaso,15min,lstm_only,1,5.727316617965698,18217661.559748426,20595950.202557404,70.20573313450085,0.056638756682508284,2.022030704106202,45216031.29999999
elpaso,15min,lstm_only,6,5.727316617965698,18918718.22955975,21408642.982129395,72.5104646317401,0.024898787313505033,2.784148557400437,40599123.99999997
elpaso,15min,lstm_only,12,5.727316617965698,21779631.786163524,24550970.863450777,81.76383357895001,-0.247059294413412,3.6829334715061575,46929992.99999999
elpaso,15min,lstm_only,24,5.727316617965698,21427947.393081762,24550464.203895513,88.75890385003002,-0.17447339080428326,5.067738827397708,49324343.79999997
elpaso,15min,nhits,1,0.5875229835510254,20102206.99528302,23046857.261260755,71.83975004212975,-0.18123902863107122,2.325881134851117,46701781.39999998
elpaso,15min,nhits,6,0.5875229835510254,18957048.144654088,23101166.51601439,70.00582991231165,-0.13537476714920094,2.982176514547361,60906752.999999985
elpaso,15min,nhits,12,0.5875229835510254,18452504.40903535,21931474.70228417,76.58775619112824,0.004857138103995129,4.7835268105963715,55906494.4
elpaso,15min,nhits,24,0.5875229835510254,20551109.969339624,23999099.986492477,88.90736412952947,-0.12231217823067353,4.68759633555246,55791177.8
elpaso,30min,hybrid_gru_lstm,1,1.5909292697906494,34768153.85579937,38867537.0048993,65.66965045665953,0.035585513013354664,1.8231900367187406,73841072.96
elpaso,30min,hybrid_gru_lstm,6,1.5909292697906494,37236889.805642635,42537486.03544021,68.820964190673,-0.09313515970697206,2.6569057135667284,77041713.92
elpaso,30min,hybrid_gru_lstm,12,1.5909292697906494,42592574.495297804,49195480.604013756,77.02443554229677,-0.40617520445329336,3.6041399687926594,88357655.36
elpaso,30min,hybrid_gru_lstm,24,1.5909292697906494,48959335.72413793,57374924.61113671,88.63285038723767,-0.7682482313072192,5.387515203656485,101495389.6
elpaso,30min,gru_only,1,1.3438622951507568,33835879.37304075,38224371.4944058,64.96123663629294,0.06723897590773364,1.738031896315106,75837908.8
elpaso,30min,gru_only,6,1.3438622951507568,34682162.30721003,39916030.03216376,69.18580666829158,0.037446437802613475,2.2285278434114866,86271016.64
elpaso,30min,gru_only,12,1.3438622951507568,37888376.72727273,42858422.38214232,75.48041775246209,-0.06723824874431394,3.1742109417184556,81278216.16
elpaso,30min,gru_only,24,1.3438622951507568,38995022.670846395,44276367.95572248,86.45704218016066,-0.05303535473634491,4.325757697887291,82311937.6
elpaso,30min,lstm_only,1,1.9904394149780273,31810753.780564263,38539459.314698294,64.56156135183492,0.05179788643369476,1.2780432162045574,84655243.83999999
elpaso,30min,lstm_only,6,1.9904394149780273,34080526.57053292,38870388.203708544,67.23560411836931,0.08721608121936231,2.342213888928096,80844042.08
elpaso,30min,lstm_only,12,1.9904394149780273,39006618.106583074,43688464.420420825,76.74172995361496,-0.10897710641003422,3.1961480597750263,82249097.76
elpaso,30min,lstm_only,24,1.9904394149780273,41648039.19749216,47826707.99693122,85.48628196374669,-0.22868329506833418,4.822685410081792,94468448.79999997
elpaso,30min,nhits,1,0.413161039352417,35371104.10031348,40784835.01047239,64.75871545171167,-0.06190851594013047,1.9608575834988242,83204949.27999999
elpaso,30min,nhits,6,0.413161039352417,32634727.498432603,40722757.50767636,63.34240246669852,-0.0018543324154056684,2.4483055761426407,111766346.55999999
elpaso,30min,nhits,12,0.413161039352417,34476887.768808775,41272344.46984469,72.53373704051644,0.010291501511004886,5.492138091450775,98916363.83999999
elpaso,30min,nhits,24,0.413161039352417,42271753.75548589,48544378.92974014,87.26537241639173,-0.2658343448796414,4.630384092254424,117446804.8
elpaso,45min,hybrid_gru_lstm,1,1.1493887901306152,44086057.21889672,53499887.42142131,58.04470157924476,0.12609336325360532,2.6418308037608966,116245636.15999995
elpaso,45min,hybrid_gru_lstm,6,1.1493887901306152,53920774.34741784,61888641.760775924,67.10152093586389,-0.09808876039359071,2.4450695108477056,132954386.88
